﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     VS01,     UV01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025040113,   1014.7,   1018.4,     14.4,     13.1,       92,      1.2,     60.0,      3.6,     90.0,     -9.8,      0.1,      0.0,     0.27,     None,     0.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040114,   1014.5,   1018.2,     14.0,     12.6,       91,      0.3,    330.0,      3.6,     90.0,      0.5,      0.3,      0.0,     0.21,     None,     0.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040115,   1014.3,   1018.0,     14.0,     12.2,       89,      1.3,    230.0,      2.8,    330.0,     -9.8,      0.3,      0.0,     0.17,     None,     0.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040116,   1014.3,   1018.0,     13.8,     12.4,       91,      1.1,    170.0,      2.2,    250.0,     -9.8,      0.6,      0.0,     0.13,     None,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040117,   1014.4,   1018.1,     14.1,     13.2,       94,      0.6,    230.0,      2.6,    190.0,      0.5,      0.2,      0.0,     0.10,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040118,   1014.6,   1018.3,     14.2,     12.6,       90,      1.6,    160.0,      2.8,    130.0,      0.5,      0.0,      0.0,     0.02,     None,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040119,   1014.9,   1018.6,     14.3,     12.7,       90,      0.6,    190.0,      2.7,    170.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040120,   1015.4,   1019.1,     14.3,     12.5,       89,      1.4,    150.0,      2.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040121,   1016.0,   1019.7,     14.2,     12.8,       91,      0.9,    190.0,      2.5,    170.0,     -9.8,      0.2,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040122,   1015.8,   1019.5,     14.3,     12.9,       91,      0.6,    140.0,      2.4,    180.0,     -9.8,      0.1,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040123,   1015.9,   1019.6,     14.4,     13.1,       92,      0.6,    210.0,      1.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040124,   1015.9,   1019.6,     14.4,     11.7,       84,      1.2,    110.0,      3.1,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040201,   1015.7,   1019.4,     14.2,     12.4,       89,      1.2,    140.0,      2.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040202,   1015.3,   1019.0,     14.4,     11.9,       85,      1.1,    130.0,      2.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040203,   1015.2,   1018.9,     14.1,     11.4,       84,      1.1,    130.0,      3.0,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040204,   1015.5,   1019.2,     13.8,     10.6,       81,      0.9,    150.0,      2.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040205,   1015.4,   1019.1,     13.7,     10.9,       83,      0.6,    150.0,      2.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040206,   1016.0,   1019.7,     13.9,     11.8,       87,      0.6,    180.0,      1.7,    150.0,      0.0,      0.0,      0.0,     0.01,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040207,   1016.6,   1020.3,     14.8,     10.6,       76,      1.5,    140.0,      2.6,    110.0,      0.0,      0.0,      0.0,     0.12,     None,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040208,   1017.1,   1020.8,     15.4,      9.3,       67,      1.8,    100.0,      4.0,     90.0,      0.0,      0.0,      0.0,     0.36,     None,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040209,   1017.8,   1021.5,     15.8,      8.3,       61,      2.4,    100.0,      5.7,    120.0,      0.0,      0.0,      0.0,     0.44,     None,     0.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040210,   1017.9,   1021.5,     16.3,      8.3,       59,      2.1,    100.0,      6.2,    100.0,      0.0,      0.0,      0.0,     0.64,     None,     1.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040211,   1017.6,   1021.2,     17.0,      8.2,       56,      2.8,    120.0,      6.3,    140.0,      0.0,      0.0,      0.0,     1.35,     None,     4.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040212,   1016.9,   1020.5,     17.7,      7.5,       51,      1.5,    100.0,      6.3,    140.0,      0.0,      0.0,      0.0,     1.85,     None,     5.78,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040213,   1015.9,   1019.5,     18.9,      8.3,       50,      1.7,    110.0,      6.3,    130.0,      0.0,      0.0,      0.0,     2.04,     None,     6.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040214,   1015.7,   1019.3,     18.1,      6.9,       48,      3.1,    100.0,      7.2,    130.0,      0.0,      0.0,      0.0,     1.67,     None,     4.72,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040215,   1015.6,   1019.2,     18.2,      7.9,       51,      3.3,    100.0,      8.2,     90.0,      0.0,      0.0,      0.2,     1.79,     None,     4.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040216,   1015.7,   1019.3,     17.3,      8.5,       56,      3.4,     90.0,      8.5,     90.0,      0.0,      0.0,      0.1,     1.07,     None,     1.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040217,   1015.4,   1019.0,     17.1,      9.0,       59,      2.1,    100.0,      7.7,    100.0,      0.0,      0.0,      0.1,     0.67,     None,     0.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040218,   1015.8,   1019.4,     16.4,      9.4,       63,      1.7,    100.0,      8.6,    100.0,      0.0,      0.0,      0.0,     0.20,     None,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040219,   1016.2,   1019.8,     16.3,      9.5,       64,      2.3,    100.0,      7.7,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040220,   1016.7,   1020.3,     16.2,      9.9,       66,      3.1,    120.0,      7.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040221,   1017.0,   1020.6,     16.2,     10.1,       67,      2.8,    100.0,      8.0,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040222,   1016.8,   1020.4,     16.5,     10.4,       67,      3.4,    100.0,      8.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040223,   1016.5,   1020.1,     16.6,     10.2,       66,      2.8,    100.0,      7.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040224,   1016.0,   1019.6,     17.0,      9.9,       63,      3.2,    110.0,      8.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040301,   1015.5,   1019.1,     16.8,     10.2,       65,      2.5,    100.0,      7.9,     70.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040302,   1015.2,   1018.8,     16.7,     10.3,       66,      2.3,     90.0,      7.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040303,   1015.2,   1018.8,     16.8,     10.4,       66,      1.4,    110.0,      6.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040304,   1015.2,   1018.8,     17.0,     10.8,       67,      2.0,    120.0,      4.3,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040305,   1015.6,   1019.2,     17.1,     10.9,       67,      1.9,    110.0,      4.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040306,   1016.3,   1019.9,     17.3,     10.9,       66,      1.9,    100.0,      5.1,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040307,   1016.3,   1019.9,     17.8,     11.4,       66,      2.3,    110.0,      4.0,    120.0,      0.0,      0.0,      0.0,     0.14,     None,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040308,   1016.7,   1020.3,     18.9,     11.2,       61,      3.4,    120.0,      7.0,    100.0,      0.0,      0.0,      0.0,     0.34,     None,     0.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040309,   1017.0,   1020.6,     19.7,     11.7,       60,      2.7,    100.0,      8.7,    100.0,      0.0,      0.0,      0.0,     0.77,     None,     1.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040310,   1016.7,   1020.3,     20.3,     11.8,       58,      3.6,    100.0,      8.6,     90.0,      0.0,      0.0,      0.2,     1.34,     None,     3.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040311,   1016.6,   1020.2,     21.8,     10.9,       50,      4.1,    110.0,      9.1,    100.0,      0.0,      0.0,      0.1,     1.52,     None,     4.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040312,   1015.8,   1019.4,     23.0,      9.1,       41,      3.3,    110.0,     10.2,    110.0,      0.0,      0.0,      0.8,     3.15,     None,     9.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040313,   1015.3,   1018.9,     22.5,      9.3,       43,      4.2,     90.0,     11.8,     80.0,      0.0,      0.0,      0.5,     2.58,     None,     7.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040314,   1015.0,   1018.6,     22.1,     10.3,       47,      2.9,    100.0,     11.3,    110.0,      0.0,      0.0,      0.1,     1.71,     None,     4.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040315,   1014.7,   1018.3,     21.2,     10.1,       49,      4.0,    100.0,     11.2,    100.0,      0.0,      0.0,      0.0,     0.75,     None,     1.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040316,   1014.8,   1018.4,     21.4,     10.6,       50,      4.0,    100.0,     12.5,    100.0,      0.0,      0.0,      0.1,     0.99,     None,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040317,   1014.9,   1018.5,     21.3,     10.8,       51,      4.0,    100.0,     11.3,     90.0,      0.0,      0.0,      0.9,     1.08,     None,     1.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040318,   1015.4,   1019.0,     20.4,     10.8,       54,      5.0,    100.0,     12.7,    110.0,      0.0,      0.0,      0.4,     0.32,     None,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040319,   1015.8,   1019.4,     19.7,     11.5,       59,      3.4,    120.0,      8.4,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040320,   1015.8,   1019.4,     19.2,     11.8,       62,      2.5,    100.0,      8.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040321,   1016.0,   1019.6,     19.0,     11.8,       63,      2.8,    100.0,      7.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040322,   1015.9,   1019.5,     18.8,     12.1,       65,      2.6,    100.0,      7.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040323,   1015.8,   1019.4,     18.6,     12.4,       67,      3.0,    100.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040324,   1015.6,   1019.2,     18.6,     12.6,       68,      3.3,     90.0,      8.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040401,   1015.4,   1019.0,     18.8,     12.8,       68,      2.7,    100.0,      8.5,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040402,   1014.9,   1018.5,     19.0,     12.8,       67,      2.8,     90.0,      7.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040403,   1014.0,   1017.6,     18.9,     12.9,       68,      2.7,     90.0,      8.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040404,   1014.1,   1017.7,     19.1,     12.8,       67,      2.1,    100.0,      7.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040405,   1014.2,   1017.8,     19.3,     12.8,       66,      2.8,     90.0,      7.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040406,   1014.4,   1018.0,     19.3,     12.6,       65,      2.0,    100.0,      6.6,    100.0,      0.0,      0.0,      0.0,     0.01,     None,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040407,   1014.4,   1018.0,     19.9,     12.7,       63,      2.2,    100.0,      6.2,     80.0,      0.0,      0.0,      0.5,     0.37,     None,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040408,   1014.6,   1018.2,     21.4,     12.8,       58,      3.2,     90.0,      8.4,    100.0,      0.0,      0.0,      1.0,     1.03,     None,     1.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040409,   1014.4,   1017.9,     23.4,     13.3,       53,      3.0,    100.0,      7.6,    130.0,      0.0,      0.0,      0.8,     1.84,     None,     3.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040410,   1014.3,   1017.8,     24.5,     14.3,       53,      3.1,    100.0,      8.0,    120.0,      0.0,      0.0,      0.6,     2.25,     None,     5.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040411,   1013.9,   1017.4,     24.8,     14.0,       51,      3.4,    120.0,      8.5,    110.0,      0.0,      0.0,      0.7,     2.59,     None,     7.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040412,   1013.3,   1016.8,     25.3,     14.2,       50,      3.6,    110.0,      9.3,    100.0,      0.0,      0.0,      0.7,     2.89,     None,     8.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040413,   1012.3,   1015.8,     25.7,     14.2,       49,      4.8,    120.0,     10.0,     80.0,      0.0,      0.0,      1.0,     3.41,     None,     9.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040414,   1011.5,   1015.0,     25.9,     14.1,       48,      5.0,    160.0,     10.1,    160.0,      0.0,      0.0,      1.0,     3.15,     None,     8.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040415,   1011.2,   1014.7,     25.2,     14.4,       51,      3.9,    120.0,     10.1,    130.0,      0.0,      0.0,      1.0,     2.59,     None,     5.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040416,   1011.5,   1015.0,     24.0,     13.9,       53,      4.4,    130.0,     11.0,    110.0,      0.0,      0.0,      0.3,     1.27,     None,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040417,   1011.5,   1015.0,     22.9,     13.7,       56,      3.9,    120.0,      9.5,    110.0,      0.0,      0.0,      0.2,     0.64,     None,     0.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040418,   1012.0,   1015.6,     22.1,     13.7,       59,      3.9,    120.0,      9.7,    130.0,      0.0,      0.0,      0.1,     0.24,     None,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040419,   1012.3,   1015.9,     21.9,     14.1,       61,      3.2,    120.0,      8.7,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040420,   1012.6,   1016.2,     21.6,     14.3,       63,      3.3,    120.0,      8.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040421,   1012.7,   1016.3,     21.5,     14.2,       63,      3.5,    110.0,      8.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040422,   1012.6,   1016.2,     21.4,     13.8,       62,      3.0,    120.0,      8.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040423,   1012.0,   1015.6,     21.1,     13.8,       63,      2.8,    130.0,      6.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040424,   1012.3,   1015.9,     21.3,     13.7,       62,      1.2,    100.0,      6.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040501,   1011.8,   1015.4,     21.3,     13.5,       61,      1.5,    130.0,      6.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040502,   1011.3,   1014.9,     21.2,     13.7,       62,      1.7,    140.0,      3.9,    120.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040503,   1011.3,   1014.9,     19.7,     15.0,       74,      1.2,    180.0,      2.5,    200.0,     -9.8,      0.3,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040504,   1011.4,   1015.0,     20.2,     15.2,       73,      0.8,    170.0,      2.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040505,   1011.4,   1015.0,     19.8,     15.7,       77,      0.8,    140.0,      2.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040506,   1012.2,   1015.8,     19.8,     15.3,       75,      0.6,    160.0,      2.2,    160.0,     -9.8,      0.1,      0.0,     0.00,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040507,   1012.8,   1016.4,     20.0,     15.4,       75,      1.1,    240.0,      2.3,    150.0,     -9.8,      0.1,      0.0,     0.06,     None,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040508,   1013.2,   1016.8,     20.0,     15.2,       74,      1.3,    140.0,      2.3,    240.0,      0.0,      0.0,      0.0,     0.18,     None,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040509,   1013.5,   1017.1,     20.4,     15.0,       71,      0.8,    340.0,      4.6,    270.0,     -9.8,      0.1,      0.0,     0.17,     None,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040510,   1013.6,   1017.2,     20.3,     13.0,       63,      1.4,    260.0,      5.0,    290.0,      0.0,      0.0,      0.0,     0.34,     None,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040511,   1013.8,   1017.4,     19.1,     15.4,       79,      1.6,    310.0,      4.7,    310.0,     -9.8,      0.6,      0.0,     0.32,     None,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025040512,   1013.4,   1017.0,     17.7,     15.5,       87,      1.4,    240.0,      3.6,    330.0,      0.5,      0.5,      0.0,     0.33,     None,     1.22,     None,     None,     None,     None,     None,     None,     None,     None
